id_libro,id_ejemplar,nombre_libro,autor,estado,fecha_préstamo,fecha_devolución,sede
255,001,Halloween Reader: Poems. Stories. and Plays from Halloweens Past,Lesley Pratt Bannatyne,disponible,_,_,_
256,001,American Literature (Penguin Academics Series). Vol. 1,William E. Cain,disponible,_,_,_
257,001,Modernism: An Anthology,Lawrence Rainey,disponible,_,_,_
258,001,The New Anthology of American Poetry: Volume II: Modernisms: 1900-1950,Steven Gould Axelrod,disponible,_,_,_
259,001,Infinite Divisions: An Anthology of Chicana Literature,Tey Diana Rebolledo,disponible,_,_,_
260,001,A Hallowe'en Anthology: Literary and Historical Writings over the Centuries,Lisa Morton,disponible,_,_,_
261,001,Sticks and Stones and Other Student Essays,Ruthe Thompson,disponible,_,_,_
262,001,Women's Worlds: The Mcgraw-Hill Anthology of Women's Writing,Robyn Warhol-Down,disponible,_,_,_
263,001,New York Stories: The Best Writing from Four Decades of New York Magazine,Steve Fishman,disponible,_,_,_
264,001,The Columbia Anthology of American Poetry,Jay Parini,disponible,_,_,_
265,001,New Playwrights: The Best Plays of 2008,Lawrence Harbison,disponible,_,_,_
266,001,The Jazz Poetry Anthology,Sascha Feinstein,disponible,_,_,_
267,001,New Playwrights: The Best Plays of 2006,D. L. Lepidus,disponible,_,_,_
268,001,The Last Best Place: A Montana Anthology,William Kittredge,disponible,_,_,_
269,001,A Place Apart: A Cape Cod Reader,Robert Finch,disponible,_,_,_
270,001,Prison Writings in 20th-Century America,H. Bruce Franklin,disponible,_,_,_
271,001,The Color of Gratitude: And Other Spiritual Surprises,Robert Morneau,disponible,_,_,_
272,001,I Thought My Father Was God: And Other True Tales from NPR's National Story Project,Paul Auster,disponible,_,_,_
273,001,Growing up Poor: A Literary Anthology,Robert Coles,disponible,_,_,_
274,001,Drinking. Smoking and Screwing: Great Writers on Good Times,Sara Nickles,disponible,_,_,_
275,001,Literature and Science in the Nineteenth Century: An Anthology,Laura Otis,disponible,_,_,_
276,001,Show &amp,Wendy Brenner,disponible,_,_,_
277,001,Mother California: A Story of Redemption Behind Bars,Kenneth E. Hartman,disponible,_,_,_
278,001,Richard Wright: Later Works (Black Boy. American Hunger. The Outsider),Richard Wright,disponible,_,_,_
279,001,Double-Take: A Revisionist Harlem Renaissance Anthology,Venetria Patton,disponible,_,_,_
280,001,Hispanic-American Literature: A Brief Introduction and Anthology,Nicolas Kanellos,disponible,_,_,_
281,001,Nineteenth-Century American Poetry,Various,disponible,_,_,_
282,001,The Beat Book: Writings from the Beat Generation,Anne Waldman,disponible,_,_,_
283,001,Beat Poets,Carmela Ciuraru,disponible,_,_,_
284,001,Brooklyn Was Mine,Chris Knutsen,disponible,_,_,_
285,001,New Playwrights: The Best Plays of 2007,Lawrence Harbison,disponible,_,_,_
286,001,The Best American Erotic Poems: From 1800 to the Present,David Lehman,disponible,_,_,_
287,001,The Best of the West: An Anthology of Classic Writing from the American West,Tony Hillerman,disponible,_,_,_
288,001,Atop an Underwood: Early Stories and Other Writings,Jack Kerouac,disponible,_,_,_
289,001,The African American Experience: Black History and Culture Through Speeches. Letters. Editorials. Poems. Songs. and Stories,Kai Wright,disponible,_,_,_
290,001,Best New Poets: 50 Poems from Emerging Writers,Kim Addonizio,disponible,_,_,_
291,001,Inherit the Atchafalaya,Greg Guirard,disponible,_,_,_
292,001,The Best American Poetry 2007,Heather McHugh,prestado,2021-5-22,2021-5-29,2
293,001,The Best American Poetry 2006,Billy Collins,disponible,_,_,_
294,001,Tales for Little Rebels: A Collection of Radical Children's Literature,Philip Nel,disponible,_,_,_
295,001,Great American Prose Poems,David Lehman,disponible,_,_,_
296,001,The Literature of California. Volume 1: Native American Beginnings to 1945,Jack Hicks,disponible,_,_,_
297,001,American Food Writing: An Anthology with Classic Recipes,Molly O'Neill,disponible,_,_,_
298,001,Essential Saroyan,William Saroyan,disponible,_,_,_
299,001,No Walls of Stone: An Anthology of Literature by Deaf and Hard of Hearing Writers,Jill Jepson,disponible,_,_,_
300,001,Pioneers of the Black Atlantic: Five Slave Narratives from the Enlightenment. 1772-1815,Henry Louis Gates Jr.,disponible,_,_,_
301,001,Riding Low on Streets of Gold,Judith Ortiz Cofer,disponible,_,_,_
302,001,Fire and Ink: An Anthology of Social Action Writing,Frances Payne Adler,disponible,_,_,_
303,001,New York Nocturne: The City After Dark in Literature. Painting. and Photography. 1850-1950,William Chapman Sharpe,disponible,_,_,_
304,001,Poets of World War II,Various,disponible,_,_,_
305,001,Voices from the Harlem Renaissance,Nathan Irvin Huggins,disponible,_,_,_
306,001,A Loving Voice II: A Caregiver's Book of More Read-Aloud Stories for the Elderly,Carolyn Banks,disponible,_,_,_
307,001,Running a Thousand Miles for Freedom: The Escape of William and Ellen Craft from Slavery,William Craft,disponible,_,_,_
308,001,Motherland: Writings by Irish American Women about Mothers and Daughters,Caledonia Kearns,disponible,_,_,_
309,001,The Lowell Offering: Writings by New England Mill Women (1840-1845),Benita Eisler,disponible,_,_,_
310,001,The Best American Poetry 2010,Amy Gerstler,disponible,_,_,_
311,001,Inside Out/Outside In: Exploring American Literature,Victoria Holder,disponible,_,_,_
312,001,Glencoe Literature: American Literature: The Reader's Choice,Jeffrey D. Wilhelm,disponible,_,_,_
313,001,Transcendentalism: A Reader,Joel Myerson,disponible,_,_,_
314,001,The Best American Short Stories 2002,Sue Miller,disponible,_,_,_
315,001,A Loving Voice: A Caregiver's Book of Read-Aloud Stories for the Elderly,Carolyn Banks,disponible,_,_,_
316,001,Hispanic Caribbean Literature of Migration: Narratives of Displacement,Vanessa Y,disponible,_,_,_
317,001,American Political Plays after 9/11,Allan Havis,disponible,_,_,_
318,001,Best Plays of the Early American Theatre. 1787-1911,John Gassner,disponible,_,_,_
319,001,Glances Backward: An Anthology of American Homosexual Writing. 1830-1920,James J. Gifford,disponible,_,_,_
320,001,American Poetry: The Nineteenth Century (Melville to Stickney. American Indian Poetry. Folk Songs and Spirituals) (Library of America). Vol. 2,Various,disponible,_,_,_
321,001,Deaf Way II Anthology: A Literary Collection of Deaf and Hard of Hearing Writers,Tonya M. Stremlau,disponible,_,_,_
322,001,American Short Story and Its Writer: An Anthology,Ann Charters,disponible,_,_,_
323,001,Orpheus and Company: Contemporary Poems on Greek Mythology,Deborah De Nicola,disponible,_,_,_
324,001,Poems That Live Forever,Hazel Felleman,disponible,_,_,_
325,001,The Best American Nonrequired Reading 2008,Dave Eggers,disponible,_,_,_
326,001,American Negro Poetry,Arna Bontemps,disponible,_,_,_
327,001,Paradise Road: Jack Kerouac's Lost Highway and My Search for America,Jay Atkinson,disponible,_,_,_
328,001,The Black Woman: An Anthology,Toni Cade Bambara,disponible,_,_,_
329,001,Thom Pain (based on nothing),Will Eno,disponible,_,_,_
330,001,American Fantastic Tales: Terror and the Uncanny from Poe to the Pulps,Peter Straub,disponible,_,_,_
331,001,100 Poems by 100 Poets,Harold Pinter,disponible,_,_,_
332,001,Chocolate Thoughts: Short Stories. Essays and Poetry from the Hearts and Minds of Real Black Men,S. James Guitard,disponible,_,_,_
333,001,Oxford Anthology of African American Poetry,Arnold Rampersad,disponible,_,_,_
334,001,Freedom in This Village: Twenty-Five Years of Black Gay Men's Writing. 1979 to the Present,E. Lynn Harris,disponible,_,_,_
335,001,Bandana Republic: A Literary Anthology by Gang Members and Their Affliliates,Louis Reyes Rivera,disponible,_,_,_
336,001,The Civil Rights Reader: American Literature from Jim Crow to Reconciliation,Julie Buckner Armstrong,disponible,_,_,_
337,001,American Sonnets: An Anthology,David Bromwich,disponible,_,_,_
338,001,Voices in First Person: Reflections on Latino Identity,Lori Marie Carlson,disponible,_,_,_
339,001,Montana Women Writers: A Geography of the Heart,Farcountry Press,disponible,_,_,_
340,001,81 Famous Poems,Alexander Scourby,disponible,_,_,_
341,001,Califauna: A Literary Field Guide,Terry Beers,disponible,_,_,_
342,001,Thousand and One Afternoons in Chicago,Ben Hecht,disponible,_,_,_
343,001,Philadelphia Stories: America's Literature of Race and Freedom,Samuel Otter,disponible,_,_,_
344,001,Voices of Black America: Historical Recordings of Poetry. Humor and Drama. 1908-1947,Washington,disponible,_,_,_
345,001,The Wind Shifts: New Latino Poetry,Francisco Arag,disponible,_,_,_
346,001,Slamma Lamma Ding Dong: An Anthology by Nebraska's Slam Poets,J. M. Huscher,disponible,_,_,_
347,001,Shadowed Dreams: Women's Poetry of the Harlem Renaissance,Maureen Honey,disponible,_,_,_
348,001,Appalachia Inside Out: Conflict and Change. Vol. 1,Robert J. Higgs,disponible,_,_,_
349,001,Writing Los Angeles: A Literary Anthology,David L. Ulin,disponible,_,_,_
350,001,On Grandma's Porch: Stories and True Facts about Growing up Southern in the Good Old Days,Sandra Chastain,disponible,_,_,_
351,001,Tuscany in Mind,Alice Leccese Powers,disponible,_,_,_
352,001,Don't Squat With Yer Spurs On!: A Cowboy's Guide to Life,Texas Bix Bender,disponible,_,_,_
353,001,Love and Marriage in Early African America,Frances Smith Foster,disponible,_,_,_
354,001,Twenty One-Acts from the Twenty Years at the Humana Festival. 1975-1995,Michele Volansky,disponible,_,_,_
355,001,American Austen: The Forgotten Writing of Agnes Repplier,Agnes Repplier,disponible,_,_,_
356,001,American Gothic: An Anthology 1787-1916 (Blackwell Anthologies Series),Crow,disponible,_,_,_
357,001,The Best American Poetry 2009,David Wagoner,disponible,_,_,_
358,001,Bold Words: A Century of Asian American Writing,Rajini Srikanth,disponible,_,_,_
359,001,Another Way to Dance: Contemporqary Asian Poetry from Canada and the United States,Cyril Dabydeen,prestado,2021-5-22,2021-5-29,2
360,001,The Best American Poetry 2003,Yusef Komunyakaa,prestado,2021-5-22,2021-5-29,2
361,001,Plays and Playwrights 2002,Martin Denton,disponible,_,_,_
362,001,Why Freedom Matters: The Spirit of the Declaration of Independence in Prose. Poetry. and Song from 1776 to the Present,Daniel Katz,disponible,_,_,_
363,001,The Best American Short Plays 2006-2007,Barbara Parisi,disponible,_,_,_
364,001,Forced Passages: Imprisoned Radical Intellectuals and the U.S. Prison Regime,Dylan Rodriguez,disponible,_,_,_
365,001,Selected Works,Ralph Waldo Emerson,disponible,_,_,_
366,001,Getting Home Alive,Aurora Levins Morales,disponible,_,_,_
367,001,Twentieth-Century American Poetry,Dana Gioia,disponible,_,_,_
368,001,Plays and Playwrights 2009,Martin Denton,disponible,_,_,_
369,001,Through the Eye of the Deer: An Anthology of Native American Women Writers,Carolyn Dunn,disponible,_,_,_
370,001,Asian American Studies: A Reader,Jean Yu-wen Shen Wu,disponible,_,_,_
371,001,Latinos in Lotusland: An Anthology of Contemporary Southern California Literature,Daniel A. Olivas,disponible,_,_,_
372,001,Daughters Of Decadence,Elaine Showalter,disponible,_,_,_
373,001,American Tradition in Literature : With American Ariel. Vol. 2,George Perkins,disponible,_,_,_
374,001,Best American Nonrequired Reading 2005,Dave Eggers,disponible,_,_,_
375,001,Sister Nations: Native American Women Writing on Community,Heid E. Erdrich,disponible,_,_,_
376,001,Asian-American Literature: A Brief Introduction and Anthology,Shawn Wong,disponible,_,_,_
377,001,Black Silk: A Collection of African-American Erotica,Retha Powers,disponible,_,_,_
378,001,The Best Plays Theater Yearbook 2007-2008,Jeffrey Eric Jenkins,disponible,_,_,_
379,001,Damage Control: Women on the Therapists. Beauticians. and Trainers Who Navigate Their Bodies,Emma Forrest,disponible,_,_,_
380,001,The Prentice Hall Anthology of Latino Literature,Eduardo del Rio,disponible,_,_,_
381,001,The Norton Book of American Autobiography,Jay Parini,disponible,_,_,_
382,001,New Playwrights: The Best Plays of 2000,D. L. Lepidus,disponible,_,_,_
383,001,Xerophilia: Ecocritical Explorations in Southwestern Literature,Tom Lynch,disponible,_,_,_
384,001,The New Anthology of American Poetry: Volume I: Traditions and Revolutions. Beginnings to 1900,Steven Gould Axelrod,disponible,_,_,_
385,001,Contemporary U. S. Latino a Literary Criticism,Lyn Di Iorio Sandin,disponible,_,_,_
386,001,Brother to Brother: New Writings by Black Gay Men,Essex Hemphill,disponible,_,_,_
387,001,The New World Border: Prophecies. Poems. and Loqueras for the End of the Century,Guillermo Gomez-Pena,disponible,_,_,_
388,001,Literatura Chicana. 1965-1995: An Anthology in Spanish. English. and Calo. Vol. 191,Garland,disponible,_,_,_
389,001,So Fey,Steve Berman,disponible,_,_,_
390,001,Imagined Transnationalism: U. S. Latino/A Literature. Culture. and Identity,Kevin Concannon,disponible,_,_,_
391,001,Literature and Aging: An Anthology,Martin Kohn,disponible,_,_,_
392,001,Salaam. Peace: An Anthology of Middle Eastern-American Drama,Holly Hill,disponible,_,_,_
393,001,Plays and Playwrights 2008,Robert Attweiler,disponible,_,_,_
394,001,Call and Response: The Riverside Anthology of the African American Literary Tradition CD,Patricia Liggins Hill,disponible,_,_,_
395,001,U.S. Latino Literature Today,Gabriela Baeza Ventura,disponible,_,_,_
396,001,Death Defying Acts,Woody Allen,disponible,_,_,_
397,001,American Studies Anthology,Richard P. Horwitz,disponible,_,_,_
398,001,Women Heroes: Six Short Plays from the Women's Project,Julia Miles,disponible,_,_,_
399,001,Queer Beats: How the Beats Turned America On to Sex,Regina Marler,disponible,_,_,_
400,001,Message to Aztlan: Selected Readings,Rodolfo Gonzales,disponible,_,_,_
401,001,The New England Transcendentalists: Life of the Mind and of the Spirit (Perspectives on History Series),Ellen Hansen,disponible,_,_,_
402,001,Literature of the American South: A Norton Anthology,William L. Andrews,disponible,_,_,_
403,001,The American Puritans: Their Prose and Poetry,Perry Miller,disponible,_,_,_
404,001,Richard Wright: Early Works (Lawd Today!. Uncle Tom's Children. Native Son),Richard Wright,disponible,_,_,_
405,001,The Heath Anthology of American Literature: Volume E: Contemporary Period (1945 to the Present),Paul Lauter,disponible,_,_,_
406,001,Best American Magazine Writing 2004,American Society Of Magazine Editors,disponible,_,_,_
407,001,Writing Off the Hyphen: New Perspectives on the Literature of the Puerto Rican Diaspora,Jose L. Torres-Padilla,disponible,_,_,_
408,001,Ethnic Modernism,Werner Sollors,disponible,_,_,_
409,001,Recollections of the Early Republic: Selected Autobiographies,Joyce Appleby,disponible,_,_,_
410,001,The Best American Magazine Writing,Clay Felker,disponible,_,_,_
411,001,Blacklegs. Card Sharps. and Confidence Men,Thomas Ruys Smith,disponible,_,_,_
412,001,Modern American Prose: Fifteen Writers + 15,John Clifford,disponible,_,_,_
413,001,A Beginner's Guide to Critical Reading: An Anthology of Literary Texts,Richard Jacobs,disponible,_,_,_
414,001,For a Living: The Poetry of Work,Nicholas Coles,disponible,_,_,_
415,001,What's Nature Worth?: Narrative Expressions of Environmental Values,Terre Satterfield,disponible,_,_,_
416,001,New Playwrights: The Best Plays of 2001,D. L. Lepidus,disponible,_,_,_
417,001,New Playwrights: The Best Plays of 2004,D. L. Lepidus,disponible,_,_,_
418,001,More New York Stories: The Best of the City Section of The New York Times,Constance Rosenblum,disponible,_,_,_
419,001,Latina,Lillian Castillo-speed,disponible,_,_,_
420,001,Word Virus,William S. Burroughs,disponible,_,_,_
421,001,American Fantastic Tales: Terror and the Uncanny from the 1940s to Now,Peter Straub,disponible,_,_,_
422,001,Christmas in Minnesota,Marilyn Ziebarth,disponible,_,_,_
423,001,Iowa. the Definitive Collection: Classic and Contemporary Readings by Iowans. for Iowans,Zachary Michael Jack,disponible,_,_,_
424,001,Friction. Volume 7: Best Gay Erotic Fiction,Jesse Grant,disponible,_,_,_
425,001,A Kentucky Christmas,George Ella Lyon,disponible,_,_,_
426,001,The Little Big Book of California,Natasha Tabori Fried,disponible,_,_,_
427,001,New Playwrights: The Best Plays of 2005,D. L. Lepidus,disponible,_,_,_
428,001,Tenderheaded: A Comb-Bending Collection of Hair Stories,Juliette Harris,disponible,_,_,_
429,001,The Classic Hundred Poems: All-Time Favorites,William Harmon,disponible,_,_,_
430,001,The Best of Bamboo Ridge,Eric Chock,disponible,_,_,_
431,001,Inlandia,Gayle Wattawa,disponible,_,_,_
432,001,Literary Savannah,Patrick Allen,disponible,_,_,_
433,001,New Oxford Book of American Verse. Vol. 1,Richard Ellmann,disponible,_,_,_
434,001,Caroling Dusk,Countee Cullen,disponible,_,_,_
435,001,Literary Fort Worth,Judy Alter,disponible,_,_,_
436,001,A River Through Illinois,Daniel V. Overturf,disponible,_,_,_
437,001,Don't Squat With Yer Spurs On! II. Vol. 2,Texas Bix Bender,disponible,_,_,_
438,001,The Maine Reader: The Down East Experience from 1614 to the Present,Charles Shain,disponible,_,_,_
439,001,Florida Frenzy,Harry E. Crews,disponible,_,_,_
440,001,Starting Today: 100 Poems for Obama's First 100 Days,Rachel Zucker,disponible,_,_,_
441,001,Chattooga: Descending into the Myth of Deliverance River,John Lane,disponible,_,_,_
442,001,All Things Censored [With CD],Mumia Abu-Jamal,disponible,_,_,_
443,001,Listen Here: Women Writing in Appalachia,Sandra L. Ballard,disponible,_,_,_
444,001,The Flu Season and Other Plays,Will Eno,disponible,_,_,_
445,001,Solomon Northup's Twelve Years a Slave: And Plantation Life in the Antebellum South,Solomon Northup,disponible,_,_,_
446,001,Bamboo among the Oaks: Contemporary Writing by Hmong Americans,Mai Neng Moua,disponible,_,_,_
447,001,Poets of the Civil War,J. D. McClatchy,disponible,_,_,_
448,001,The Book of American Negro Poetry,James Weldon Johnson,disponible,_,_,_
449,001,Slave Narratives: James Albert Ukawsaw Gronniosaw. Olaudah Equiano. Nat Turner. Frederick Douglass. William Wells Brown. Henry Bibb. Sojourner Truth. William and Ellen Craft. Harriet A. Jacobs. Jacob D. Green (Library of America),William L. Andrews,disponible,_,_,_
450,001,Denali: A Literary Anthology,Bill Sherwonit,disponible,_,_,_
451,001,The Best American Poetry 2005,Paul Muldoon,disponible,_,_,_
452,001,Who's to Say What's Obscene?: Politics. Culture. and Comedy in America Today,Paul Krassner,disponible,_,_,_
453,001,Impossible Princess,Kevin Killian,disponible,_,_,_
454,001,This Bridge We Call Home: Radical Visions for Transformation,Gloria E. Anzaldua,disponible,_,_,_
455,001,Our Own Stories: Readings for Cross-Cultural Communication,Norine Dresser,disponible,_,_,_
456,001,Sky Begins at Your Feet,Caryn Mirriam-Goldberg,disponible,_,_,_
457,001,Hot Biscuits: Eighteen Stories by Women and Men of the Ranching West,Max Evans,disponible,_,_,_
458,001,Santa Fe Nativa: A Collection of Nuevomexicano Writing,Rosalie C. Otero,disponible,_,_,_
459,001,Literary Austin,Don Graham,disponible,_,_,_
460,001,The Best American Short Plays 2004-2005,Barbara Parisi,disponible,_,_,_
461,001,En Otra Voz: Antología de Literatura Hispana de los Estados Unidos,Nicolas Kanellos,disponible,_,_,_
462,001,Common Wealth,Marjorie Maddox,disponible,_,_,_
463,001,American Satire,Nicholas Bakalar,disponible,_,_,_
464,001,Appalachia inside Out. Vol. 2,Robert J. Higgs,disponible,_,_,_
465,001,New Stories from the Southwest,D. Seth Horton,disponible,_,_,_
"466,001,	Writing New England: An Anthology from the Puritans to the Present,Andrew Delbanco,disponible,_,_,_"
467,001,Crazy Woman Creek: Women Rewrite the American West,Nancy Curtis,disponible,_,_,_
468,001,Circle of Women: An Anthology of Contemporary Western Women Writers,Kim Barnes,disponible,_,_,_
469,001,The Portable Western Reader,Various,disponible,_,_,_
470,001,African-American Literature: A Brief Introduction and Anthology,Al Young,disponible,_,_,_
471,001,El Coro,Martin Espada,disponible,_,_,_
472,001,Off Off Broadway Festival Plays. 34th Series,Various,disponible,_,_,_
473,001,American Wits: An Anthology of Light Verse,VARIOUS,disponible,_,_,_
474,001,Out on the Porch: An Evocation in Words and Pictures,Reynolds Price,disponible,_,_,_
475,001,30 Satires,Lewis H. Lapham,disponible,_,_,_
476,001,Literary Mama: Reading for the Maternally Inclined,Andrea J. Buchanan,disponible,_,_,_
477,001,In So Many More Words: Arguments and Adventures. Second Edition,Robert Schmuhl,disponible,_,_,_
478,001,Georgia Cowboy Poets,David Fillingim,disponible,_,_,_
479,001,Decolonial Voices: Chicana and Chicano Cultural Studies in the 21st Century,Arturo J. Aldama,disponible,_,_,_
480,001,More Mirth of a Nation: The Best Contemporary Humor,Michael J. Rosen,disponible,_,_,_
481,001,New Playwrights: The Best Plays of 2003,D. L. Lepidus,disponible,_,_,_
482,001,American Reader,Kathy-jo Wargin,disponible,_,_,_
483,001,Every Shut Eye Ain't Asleep,Michael S. Harper,disponible,_,_,_
484,001,Moment's Notice: Jazz in Poetry and Prose,Art Lange,disponible,_,_,_
485,001,Literary Nashville,Patrick Allen,disponible,_,_,_
486,001,Screaming Monkeys: Critiques of Asian American Images,M. Evelina Galang,disponible,_,_,_
487,001,Imagination And Spirit,J. Brent Bill,disponible,_,_,_
488,001,Writings: The Autobiography of an Ex-Colored Man. Along This Way. Essays and Editorials. Selected Poems,James Weldon Johnson,disponible,_,_,_
489,001,Quixotic Fictions of the USA 1792-1815,Sarah Florence Wood,disponible,_,_,_
490,001,Roots of African American Drama: An Anthology of Early Plays. 1858-1938,Leo Hamalian,disponible,_,_,_
491,001,The Floating Borderlands: Twenty-Five Years of U.S. Hispanic Literature,Lauro Flores,disponible,_,_,_
492,001,Classic Plays from the Negro Ensemble Company,Paul Carter Harrison,disponible,_,_,_
493,001,Mississippi Writers: An Anthology,Dorothy Abbott,disponible,_,_,_
494,001,Bombshells: War Stories and Poems by Women on the Homefront,Missy Martin,disponible,_,_,_
495,001,At Home on the Earth: Becoming Native to Our Place,David Landis Barnhill,disponible,_,_,_
496,001,Wines in the Wilderness: Plays by African American Women from the Harlem Renaissance to the Present,Elizabeth Brown-Guillory,disponible,_,_,_
497,001,Stand Up Poetry: An Expanded Anthology,Charles Harper Webb,prestado,2021-5-22,2021-5-29,1
498,001,First Thought Best Thought,Allen Ginsberg,prestado,2021-5-21,2021-5-28,2
499,001,For She Is the Tree of Life: Grandmothers Through the Eyes of Women Writers,Valerie Kack-Brice,prestado,2021-5-21,2021-5-28,2
500,001,White Lines: Writers on Cocaine,Geno Zanetti,disponible,_,_,_
